Unnamed: 0,img,doctor,M1,M2,M3,M4,M5,experience,spearman,spearman_p,is_constant_rating,top_models
192,512_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
193,193_2HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
194,001_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
195,208_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
196,178_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
197,032_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
198,026_2HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
199,160_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
200,350_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
201,712_2HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
202,058_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
203,072_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
204,719_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
205,352_2HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
206,375_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
207,057_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
208,035_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
209,357_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
